user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
1060834570046750721,1504330402093277184,2022-03-17T05:34:51Z,SwissEmbSofia,"Switzerland has approved more European Union sanctions against Russian individuals and entities in response to Russia's invasion of #Ukraine.
Switzerland’s list of sanctioned individuals and entities now fully mirrors that of the EU.
See the details ⤵️

https://t.co/w1dV6XuWIz",Twitter Web App,277,,,,FALSE,FALSE,0,0,,,Ukraine,,admin.ch/gov/en/start/d…,https://t.co/w1dV6XuWIz,https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-87619.html,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/SwissEmbSofia/status/1504330402093277184,Embassy of Switzerland in Bulgaria,"Sofia, Bulgaria",This is the official Twitter account of the Swiss Embassy in Bulgaria. Follow us at @SwissEmbSofia,https://t.co/ryPdjZdxea,FALSE,1335,440,30,3034,4220,2018-11-09T10:00:45Z,TRUE,https://t.co/ryPdjZdxea,http://eda.admin.ch/sofia,,https://pbs.twimg.com/profile_banners/1060834570046750721/1604572012,,http://pbs.twimg.com/profile_images/1399936623127711744/BaMigrzE_normal.png
2848616367,1504330381532798978,2022-03-17T05:34:46Z,AnonymousNewsHQ,"#Anonymous #ukraine #russia #putin #germany #usa #war #peace #yemen #SaudiArabia #Mariupol #earthquake #UkraineUnderAttack
#WWIII #petrodollar #dollar #bitcoin #btc 

https://t.co/7CFYuupNSS",Twitter for Android,190,,,,FALSE,FALSE,0,0,,,Anonymous|ukraine|russia|putin|germany|usa|war|peace|yemen|SaudiArabia|Mariupol|earthquake|UkraineUnderAttack|WWIII|petrodollar|dollar|bitcoin|btc,,anonhq.com/107377-2/,https://t.co/7CFYuupNSS,https://anonhq.com/107377-2/,,,,,,,,,,,und,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/AnonymousNewsHQ/status/1504330381532798978,Anonymous,AnonymousCountry,#Anonymous. #FreeUkraine,https://t.co/pEL0wh1IfR,FALSE,26176,49,187,9313,4,2014-10-28T18:59:22Z,FALSE,https://t.co/pEL0wh1IfR,http://t.me/armyanonymous,,https://pbs.twimg.com/profile_banners/2848616367/1494820499,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/527173105924337664/QR_ByiSr_normal.png
2848616367,1504329595377623045,2022-03-17T05:31:39Z,AnonymousNewsHQ,#ukraine #russia #putin #nato #usa #germany #anonymous https://t.co/rTP4fjOPY4,Twitter for Android,54,,,,FALSE,FALSE,4,0,,,ukraine|russia|putin|nato|usa|germany|anonymous,,,,,http://pbs.twimg.com/media/FOBzyrUXsAQfgcV.jpg,https://t.co/rTP4fjOPY4,https://twitter.com/AnonymousNewsHQ/status/1504329595377623045/photo/1,photo,http://pbs.twimg.com/media/FOBzyrUXsAQfgcV.jpg,https://t.co/rTP4fjOPY4,https://twitter.com/AnonymousNewsHQ/status/1504329595377623045/photo/1,,,,und,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/AnonymousNewsHQ/status/1504329595377623045,Anonymous,AnonymousCountry,#Anonymous. #FreeUkraine,https://t.co/pEL0wh1IfR,FALSE,26176,49,187,9313,4,2014-10-28T18:59:22Z,FALSE,https://t.co/pEL0wh1IfR,http://t.me/armyanonymous,,https://pbs.twimg.com/profile_banners/2848616367/1494820499,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/527173105924337664/QR_ByiSr_normal.png
2848616367,1504330100229255174,2022-03-17T05:33:39Z,AnonymousNewsHQ,"#Anonymous #ukraine #russia #putin #germany #usa #war #peace #Mariupol #earthquake #UkraineUnderAttack
#WWIII #petrodollar #dollar #bitcoin #btc 

https://t.co/OZ50Rn5ybl",Twitter for Android,170,,,,FALSE,FALSE,0,0,,,Anonymous|ukraine|russia|putin|germany|usa|war|peace|Mariupol|earthquake|UkraineUnderAttack|WWIII|petrodollar|dollar|bitcoin|btc,,anonhq.com/saudi-arabia-i…,https://t.co/OZ50Rn5ybl,https://anonhq.com/saudi-arabia-india-just-gave-the-u-s-grave-reason-for-world-war-iii/,,,,,,,,,,,und,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/AnonymousNewsHQ/status/1504330100229255174,Anonymous,AnonymousCountry,#Anonymous. #FreeUkraine,https://t.co/pEL0wh1IfR,FALSE,26176,49,187,9313,4,2014-10-28T18:59:22Z,FALSE,https://t.co/pEL0wh1IfR,http://t.me/armyanonymous,,https://pbs.twimg.com/profile_banners/2848616367/1494820499,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/527173105924337664/QR_ByiSr_normal.png
1221856187660099588,1504330380152905731,2022-03-17T05:34:46Z,alialzanaty1,"@AndyOstroy From Tripoli, Libya, all of us and the whole world are with the Ukrainian people, children, women and the elderly against injustice and the damned Russian war 
 #CitiesWithUkraine  .#Ukraine,  💙💛#StandWithUkraine #CitiesWithUkraine 💙🇺🇦💛 #Russia https://t.co/WbL3Wj4kMr",Twitter Web App,268,1504256102879449090,123281100,AndyOstroy,FALSE,FALSE,0,0,,,CitiesWithUkraine|Ukraine|StandWithUkraine|CitiesWithUkraine|Russia,,,,,http://pbs.twimg.com/media/FN0kDVFXwAMsc44.jpg,https://t.co/WbL3Wj4kMr,https://twitter.com/strategywoman/status/1503397495388442628/photo/1,photo,http://pbs.twimg.com/media/FN0kDVFXwAMsc44.jpg,https://t.co/WbL3Wj4kMr,https://twitter.com/strategywoman/status/1503397495388442628/photo/1,,123281100,AndyOstroy,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/alialzanaty1/status/1504330380152905731,Ali Alzanati,"","Air traffic controller, Tripoli Airport, Air Navigation, Libya",,FALSE,901,4998,5,65427,36966,2020-01-27T18:03:25Z,FALSE,,,,https://pbs.twimg.com/profile_banners/1221856187660099588/1580937087,,http://pbs.twimg.com/profile_images/1451674917716508673/lYvlaVnX_normal.jpg
1221856187660099588,1504329770028437506,2022-03-17T05:32:20Z,alialzanaty1,"@BBCWorld From Tripoli, Libya, all of us and the whole world are with the Ukrainian people, children, women and the elderly against injustice and the damned Russian war 
 #CitiesWithUkraine  .#Ukraine,  💙💛#StandWithUkraine #CitiesWithUkraine 💙🇺🇦💛 #Russia https://t.co/WbL3Wj4kMr",Twitter Web App,268,1504195346695696391,1221856187660099588,alialzanaty1,FALSE,FALSE,0,0,,,CitiesWithUkraine|Ukraine|StandWithUkraine|CitiesWithUkraine|Russia,,,,,http://pbs.twimg.com/media/FN0kDVFXwAMsc44.jpg,https://t.co/WbL3Wj4kMr,https://twitter.com/strategywoman/status/1503397495388442628/photo/1,photo,http://pbs.twimg.com/media/FN0kDVFXwAMsc44.jpg,https://t.co/WbL3Wj4kMr,https://twitter.com/strategywoman/status/1503397495388442628/photo/1,,742143,BBCWorld,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/alialzanaty1/status/1504329770028437506,Ali Alzanati,"","Air traffic controller, Tripoli Airport, Air Navigation, Libya",,FALSE,901,4998,5,65427,36966,2020-01-27T18:03:25Z,FALSE,,,,https://pbs.twimg.com/profile_banners/1221856187660099588/1580937087,,http://pbs.twimg.com/profile_images/1451674917716508673/lYvlaVnX_normal.jpg
1221856187660099588,1504329967290785794,2022-03-17T05:33:07Z,alialzanaty1,"@nolanwpeterson From Tripoli, Libya, all of us and the whole world are with the Ukrainian people, children, women and the elderly against injustice and the damned Russian war 
 #CitiesWithUkraine  .#Ukraine,  💙💛#StandWithUkraine #CitiesWithUkraine 💙🇺🇦💛 #Russia https://t.co/WbL3Wj4kMr",Twitter Web App,268,1504135951055994890,21976616,nolanwpeterson,FALSE,FALSE,0,0,,,CitiesWithUkraine|Ukraine|StandWithUkraine|CitiesWithUkraine|Russia,,,,,http://pbs.twimg.com/media/FN0kDVFXwAMsc44.jpg,https://t.co/WbL3Wj4kMr,https://twitter.com/strategywoman/status/1503397495388442628/photo/1,photo,http://pbs.twimg.com/media/FN0kDVFXwAMsc44.jpg,https://t.co/WbL3Wj4kMr,https://twitter.com/strategywoman/status/1503397495388442628/photo/1,,21976616,nolanwpeterson,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/alialzanaty1/status/1504329967290785794,Ali Alzanati,"","Air traffic controller, Tripoli Airport, Air Navigation, Libya",,FALSE,901,4998,5,65427,36966,2020-01-27T18:03:25Z,FALSE,,,,https://pbs.twimg.com/profile_banners/1221856187660099588/1580937087,,http://pbs.twimg.com/profile_images/1451674917716508673/lYvlaVnX_normal.jpg
1221856187660099588,1504330170190241794,2022-03-17T05:33:56Z,alialzanaty1,"@DSFishlabs From Tripoli, Libya, all of us and the whole world are with the Ukrainian people, children, women and the elderly against injustice and the damned Russian war 
 #CitiesWithUkraine  .#Ukraine,  💙💛#StandWithUkraine #CitiesWithUkraine 💙🇺🇦💛 #Russia https://t.co/WbL3Wj4kMr",Twitter Web App,268,1504178778322485251,19778480,DSFishlabs,FALSE,FALSE,0,0,,,CitiesWithUkraine|Ukraine|StandWithUkraine|CitiesWithUkraine|Russia,,,,,http://pbs.twimg.com/media/FN0kDVFXwAMsc44.jpg,https://t.co/WbL3Wj4kMr,https://twitter.com/strategywoman/status/1503397495388442628/photo/1,photo,http://pbs.twimg.com/media/FN0kDVFXwAMsc44.jpg,https://t.co/WbL3Wj4kMr,https://twitter.com/strategywoman/status/1503397495388442628/photo/1,,19778480,DSFishlabs,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/alialzanaty1/status/1504330170190241794,Ali Alzanati,"","Air traffic controller, Tripoli Airport, Air Navigation, Libya",,FALSE,901,4998,5,65427,36966,2020-01-27T18:03:25Z,FALSE,,,,https://pbs.twimg.com/profile_banners/1221856187660099588/1580937087,,http://pbs.twimg.com/profile_images/1451674917716508673/lYvlaVnX_normal.jpg
815898153790697472,1504330380014403584,2022-03-17T05:34:46Z,adjovisrjb,"#ICJ_CIJ, #Ukraine_v_Russia: #Russia did not participate in the oral hearing but made some written observations challenging the #jurisdiction on the #coredispute. Worth reading to understanding the #dissentingopinions. #Ukraine #WarInUkraine2022 
https://t.co/Qu3mEFKpsE https://t.co/VKLRGdY5OX",Twitter Web App,270,,,,TRUE,FALSE,0,0,,,ICJ_CIJ|Ukraine_v_Russia|Russia|jurisdiction|coredispute|dissentingopinions|Ukraine|WarInUkraine2022,,icj-cij.org/public/files/c…|twitter.com/CIJ_ICJ/status…,https://t.co/Qu3mEFKpsE|https://t.co/VKLRGdY5OX,https://icj-cij.org/public/files/case-related/182/182-20220307-OTH-01-00-EN.pdf|https://twitter.com/CIJ_ICJ/status/1504137139625279492,,,,,,,,,,,en,1504137139625279492,READ HERE: a summary of the #ICJ Order indicating provisional measures in the case concerning Allegations of Genocide under the Convention on the Prevention and Punishment of the Crime of Genocide (#Ukraine v. #Russia) https://t.co/joZ3kWkfiQ https://t.co/D6YsHmVHOH,2022-03-16T16:46:54Z,Twitter Web App,960,736,4106204219,CIJ_ICJ,CIJ_ICJ,112461,72,1680,"The Hague, The Netherlands","Compte officiel de la Cour internationale de Justice (CIJ, ONU) - Official account of the International Court of Justice (ICJ, UN)",TRUE,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/adjovisrjb/status/1504330380014403584,"Adjovi, Sètondji Roland","Cotonou, Bénin",#African. Litigating #HumanRights and #LabourDisputes in #IOs. Member of @WorldAthletics #DisciplinaryTribunal (2019-2023). Member of #UNWGAD (2014-2020).,https://t.co/UqrEPm7VJs,FALSE,1016,909,6,44819,6100,2017-01-02T12:30:53Z,FALSE,https://t.co/UqrEPm7VJs,http://www.rolandadjovi.net/,,https://pbs.twimg.com/profile_banners/815898153790697472/1545014720,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1379384782640009220/WStMNQMi_normal.jpg
1664686538,1504330378085027843,2022-03-17T05:34:45Z,UiTV_Connect,"Ukraine President Volodymyr Zelenskyy said on Wednesday that his country gained a complete victory in its case against Russia at the International Court of Justice (ICJ).

#ICJ #RussiaUkraineWar #Russia #Ukraine #RussianInvasion #RussianTelevision #UkrainePresident #Zelenskyy https://t.co/SPsIxu0cT9",Buffer,276,,,,FALSE,FALSE,0,0,,,ICJ|RussiaUkraineWar|Russia|Ukraine|RussianInvasion|RussianTelevision|UkrainePresident|Zelenskyy,,,,,http://pbs.twimg.com/media/FOB0gW9WUAApC4z.jpg,https://t.co/SPsIxu0cT9,https://twitter.com/UiTV_Connect/status/1504330378085027843/photo/1,photo,http://pbs.twimg.com/media/FOB0gW9WUAApC4z.jpg,https://t.co/SPsIxu0cT9,https://twitter.com/UiTV_Connect/status/1504330378085027843/photo/1,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/UiTV_Connect/status/1504330378085027843,UiTV Connect,"London, England","Trust 🌐UiTV - Follow Us, Make Sure You Read the #RightContent & #LatestNews, https://t.co/4f0mASsGge… Informed & Not Misinformed.",https://t.co/00B3jW13PA,FALSE,1242,883,33,20539,8212,2013-08-12T09:57:36Z,FALSE,https://t.co/00B3jW13PA,http://www.uitvconnect.com,,https://pbs.twimg.com/profile_banners/1664686538/1645763761,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1305394170706550784/69nbvpvM_normal.jpg
